density;refractive_index;fr_C_O_noCOO;Chi4v;fr_Ar_COO;fr_SH;Chi4n;SMR_VSA10;fr_para_hydroxylation;fr_barbitur;fr_halogen;fr_dihydropyridine;fr_priamide;fr_Al_COO;fr_guanido;fr_furan;fr_morpholine;fr_nitroso;fr_COO2;fr_amidine;SMR_VSA7;fr_benzodiazepine;fr_Imine;MolWt;fr_hdrzine;fr_urea;fr_Ar_NH;fr_quatN;fr_benzene;fr_phos_acid;fr_sulfone;VSA_EState10;fr_aniline;fr_N_O;fr_sulfonamd;fr_thiazole;TPSA;EState_VSA8;PEOE_VSA14;PEOE_VSA13;PEOE_VSA12;PEOE_VSA11;PEOE_VSA10;BalabanJ;fr_lactone;EState_VSA10;EState_VSA11;HeavyAtomMolWt;fr_nitro_arom;Chi0;Chi1;MolLogP;fr_nitro;fr_Al_OH;fr_azo;fr_C_O;fr_ether;fr_phenol_noOrthoHbond;fr_alkyl_halide;NumValenceElectrons;fr_aryl_methyl;fr_Ndealkylation2;fr_term_acetylene;HallKierAlpha;fr_C_S;fr_thiocyan;fr_ketone_Topliss;VSA_EState4;VSA_EState5;VSA_EState6;VSA_EState7;VSA_EState1;VSA_EState2;VSA_EState3;fr_HOCCN;fr_NH2;SlogP_VSA12;EState_VSA9;SlogP_VSA10;SlogP_VSA11;fr_COO;NHOHCount;fr_unbrch_alkane;fr_methoxy;fr_thiophene;SlogP_VSA8;SlogP_VSA9;SlogP_VSA4;SlogP_VSA5;SlogP_VSA6;SlogP_VSA7;SlogP_VSA1;SlogP_VSA2;SlogP_VSA3;fr_phos_ester;fr_piperzine;fr_nitrile;NumHeteroatoms;fr_NH1;fr_NH0;BertzCT;LabuteASA;fr_amide;Chi3n;fr_imidazole;SMR_VSA3;SMR_VSA2;SMR_VSA1;Kappa1;SMR_VSA6;Kappa3;Kappa2;EState_VSA6;Chi3v;SMR_VSA9;SMR_VSA8;EState_VSA2;EState_VSA3;fr_Ndealkylation1;EState_VSA1;fr_ketone;SMR_VSA5;Ipc;fr_diazo;SMR_VSA4;fr_Ar_N;fr_Nhpyrrole;EState_VSA7;fr_ester;EState_VSA4;NumHDonors;fr_prisulfonamd;fr_oxime;EState_VSA5;fr_isocyan;Chi2n;Chi2v;HeavyAtomCount;fr_azide;NumHAcceptors;fr_lactam;fr_allylic_oxid;VSA_EState8;fr_oxazole;VSA_EState9;fr_piperdine;fr_Ar_OH;fr_sulfide;fr_alkyl_carbamate;NOCount;Chi1n;PEOE_VSA8;PEOE_VSA7;PEOE_VSA6;PEOE_VSA5;PEOE_VSA4;PEOE_VSA3;PEOE_VSA2;PEOE_VSA1;fr_imide;Chi1v;fr_Al_OH_noTert;fr_epoxide;fr_hdrzone;fr_isothiocyan;fr_bicyclic;Chi0n;fr_phenol;MolMR;PEOE_VSA9;fr_aldehyde;fr_pyridine;fr_tetrazole;RingCount;fr_nitro_arom_nonortho;Chi0v;fr_ArN;NumRotatableBonds;nAtom;ALogP;ALogp2;AMR;apol;ECCEN;TopoPSA;MW;WPATH;WPOL;Zagreb;fragC;FMF;C1SP1;C2SP1;C1SP2;C2SP2;C3SP2;C1SP3;C2SP3;C3SP3;C4SP3;BCUTw_1l;BCUTw_1h;BCUTc_1l;BCUTc_1h;BCUTp_1l;BCUTp_1h;bpol;nB;ATSc1;ATSc2;ATSc3;ATSc4;ATSc5;ATSm1;ATSm2;ATSm3;ATSm4;ATSm5;ATSp1;ATSp2;ATSp3;ATSp4;ATSp5;nHBAcc;nHBDon;HybRatio;nAtomLC;nAtomP;nAtomLAC;MDEC_11;MDEC_12;MDEC_13;MDEC_14;MDEC_22;MDEC_23;MDEC_24;MDEC_33;MDEC_34;MDEC_44;MDEO_11;MDEO_12;MDEO_22;MDEN_11;MDEN_12;MDEN_13;MDEN_22;MDEN_23;MDEN_33;MLogP;PetitjeanNumber;nRotB;LipinskiFailures;VAdjMat;XLogP
0.947;1.367;0;24.7422627696;0;0;24.7422627696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3280.436;0;0;0;0;0;0;0;0;0;0;0;0;1000.48;309.207496779;1011.31250634;0;0;0;24.9116046829;10.1394261721;0;142.982767056;0;2965.94;0;193.895478541;123.681321264;-26.7492;0;28;0;0;0;0;0;1338;0;0;0;-3.44;0;0;0;0;0;0;0;0;3.9903685339;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;179.783005442;0;0;148.870080912;1040.55046661;0;0;0;0;118;28;30;4560.17213773;1361.9066979;0;38.4220245088;0;309.207496779;0;142.982767056;256.56;562.849050908;170.78981674;169.514326169;0;38.4220245088;0;0;51.8623121154;481.337539246;0;174.381232781;0;354.164238223;5.86999547544e+86;0;0;0;0;0;0;209.432204989;56;0;0;0;0;57.6013973365;57.6013973365;260;0;86;0;0;0;0;534.342964799;0;0;0;0;86;83.4841301802;143.98464093;77.0498594751;0;0;0;0;21.267154416;90.6777871232;0;83.4841301802;28;0;0;0;0;136.714369132;0;858.998;0;0;0;0;0;0;136.714369132;0;199;892;-61.7588;3814.14937744;1322.484;882.409048;32881;2115.2;5168.24712472;1992922;441;1550;667502.34;0;0;0;0;0;0;178;44;0;0;11.9931091975;16.0427508774;-0.3789759977;0.3127760064;4.7618155655;10.1955199244;642.718952;355;9.2567040304;-5.2024195136;0.051793876;-1.0158130155;3.8932374278;422.474864679;399.1924311;488.544741371;501.047217665;531.427500641;21085.219345;22481.8273752;26275.6105353;27996.1172819;29676.144489;134;112;1;57;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.14;0.5;287;3;9.4716752144;-46.42
0.813;1.348;0;110.889492118;0;0;110.889492118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14464.436;0;0;0;0;0;0;0;0;0;0;0;0;5866.4;659.281786897;0;0;0;0;772.259745171;21.5780450303;0;612.783287381;20.4261095794;12956.468;0;735.207567967;480.526025437;-133.9684;0;124;0;0;0;0;0;5978;0;0;0;-14.96;0;0;0;0;0;0;0;0;0;0;0;64;0;366.954718538;0;0;0;312;0;0;0;0;0;0;796.181881243;0;0;1026.23650544;4157.00244126;0;0;0;0;374;124;62;19356.5439921;5942.89889227;0;171.894009604;0;963.07619021;0;633.20939696;981.04;2447.73889581;623.023446505;692.09067913;0;171.894009604;0;0;3218.23749056;0;0;797.943031663;0;1568.44162641;10690818633.5;0;366.954718538;0;0;303.794403313;0;0;312;0;0;0;0;257.722972292;257.722972292;996;0;374;0;0;0;0;2346.33333333;0;0;0;0;374;371.722042538;2447.73889581;796.181881243;0;0;0;0;659.281786897;1303.95851881;0;371.722042538;124;0;0;0;0;605.862756402;0;3908.4476;0;0;0;0;0;0;605.862756402;0;807;2492;-171.3628;29365.2092238;3694.512;2466.690328;126464;5866.4;14455.8441727;23712922;1241;4350;5214064.74;0;0;0;0;0;0;498;124;0;0;11.9930944656;16.1626503868;-0.3789759977;0.9159954577;4.7616983322;10.1980111204;1797.797672;995;25.9639121475;-14.630866237;0.2037919757;-2.917762109;10.9315565916;1182.02923573;1118.93800789;1372.56724592;1409.56946742;1497.65931999;59257.6953148;63235.4571323;73991.8352646;78910.8068841;83716.5837835;374;312;1;74;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.74;0.4931506849;807;3;10.9585527154;-128.38
0.797;1.4665;0;225.35174755;0;0;225.35174755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29333.428;0;0;0;0;0;0;0;0;0;0;0;0;11868.32;1339.83072821;0;0;0;0;1569.43109503;34.3849226924;0;1143.86213644;142.982767056;26277.172;0;1490.60715961;974.576928017;-271.1268;0;252;0;0;0;0;0;12122;0;0;0;-30.32;0;0;0;0;0;0;0;0;0;0;0;128;0;733.909437077;0;0;0;632;0;0;0;0;0;0;1618.04704898;0;0;2073.74016529;8434.58998029;0;0;0;0;758;252;126;41666.1833869;12050.8884848;0;349.162594137;0;1957.2193543;0;1286.8449035;1989.68;4960.92535568;1264.6386206;1403.93126372;68.5987362319;349.162594137;0;0;5941.0564508;0;0;2207.34704888;0;3187.478144;10690818633.5;0;733.909437077;0;0;548.789889855;0;0;632;0;0;0;0;523.16361438;523.16361438;2020;0;758;0;0;0;0;4757;0;0;0;0;758;754.076154494;4960.92535568;1618.04704898;0;0;0;0;1339.83072821;2638.14296666;0;754.076154494;252;0;0;0;0;1228.61769039;0;7924.2812;0;0;0;0;0;0;1228.61769039;0;1639;5052;-346.7292;120221.138133;7489.7568;5001.540376;311402;11868.32;29315.9994495;123382426;2521;8830;21434228.58;0;0;0;0;0;0;1010;252;0;0;11.9930902309;16.4835587702;-0.3789759977;1.9264668842;4.7616553031;10.4107092714;3645.923624;2019;52.6954451349;-29.7163809944;0.4469889352;-5.9608806586;22.1928672538;2397.3162294;2270.53093075;2787.00325321;2863.20506702;3043.63023094;120333.65626;128441.263944;150337.793431;160374.307727;170181.281948;758;632;1;88;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56.9;0.4942528736;1639;2;11.9794251953;-1.4615
0.8;1.341;0;912.125280141;0;0;912.125280141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118547.38;0;0;0;0;0;0;0;0;0;0;0;0;47879.84;5423.12437609;0;0;0;0;6352.45919415;95.4905765466;0;2614.54202616;2594.11591658;106201.396;0;6023.00470947;3938.8823435;-1094.0772;0;1020;0;0;0;0;0;48986;0;0;0;-122.48;0;0;0;0;0;0;0;0;0;0;0;512;0;2935.63774831;0;0;0;2552;0;0;0;0;0;0;6549.23805538;0;0;8358.76212439;34100.1152145;0;0;0;0;3062;1020;510;1260.88807106;48698.8260398;0;1412.77410134;0;7922.07833882;0;5208.65794274;8041.52;20040.0441149;5114.33049476;5674.97650127;2195.15955942;1412.77410134;0;0;6701.83055965;0;0;26239.9108048;0;12901.6972495;10690818633.5;0;2935.63774831;0;0;0;0;29.3994583851;2552;0;0;274.394944928;0;2115.80746691;2115.80746691;8164;0;3062;0;0;0;0;19221;0;0;0;0;3062;3048.20082623;20040.0441149;6549.23805538;0;0;0;0;5423.12437609;10643.2496538;0;3048.20082623;1020;0;0;0;0;4965.14729432;0;32019.2828;0;0;0;0;0;0;4965.14729432;0;6631;106.5;-2.01215;16.080215665;203.5223;115.423755;2855;227.505;771.52383672;16550.5;65;230;9167.155;0;0;0;0.5;0;0;20.5;2;0;0;11.9951383917;16.0318540538;-0.3785244217;0.307082987;4.3680745222;10.1943682391;84.0779185;54;2.108430755;-1.0994913007;-0.1002809788;-0.0079793383;-0.0036985668;65.0991494029;62.4007067907;79.1833194576;85.6509817528;82.6419677881;2746.2225593;3144.45176588;3868.1281774;4088.70182289;4085.00713964;15;2;0.9403508772;30;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.275;0.4934889227;33;2;6.754640084;-1.4615
0.86;1.368;8;7.4752973329;0;0;7.4752973329;47.7544423036;0;0;0;0;0;8;0;0;0;0;8;0;0;0;0;1093.196;0;0;0;0;0;0;0;0;0;0;0;0;469.52;21.267154416;0;0;0;0;24.9116046829;6.1610924435;0;99.6346262107;0;1012.556;0;57.2623625305;35.9274472596;-14.8892;0;4;0;8;0;0;0;442;0;0;0;-4.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;0;0;0;0;0;77.0498594751;0;0;62.1193735748;266.476255881;38.3562974726;0;0;0;30;4;6;1360.15238907;442.743078758;0;11.8967284749;0;50.6666128011;0;99.6346262107;71.2;143.98464093;45.3994572362;44.2095741099;19.5996389234;11.8967284749;0;0;207.944987593;13.0895128118;0;72.6660469866;0;101.961464158;2.17316894774e+15;0;0;0;0;9.7998194617;0;0;8;0;0;0;0;18.0603006855;18.0603006855;76;0;30;0;0;0;0;227.666666667;0;0;0;0;30;25.5212160584;191.739083234;77.0498594751;0;0;0;0;21.267154416;129.034084596;0;25.5212160584;4;0;0;0;0;43.3551402395;0;250.138;0;0;0;0;0;0;43.3551402395;0;55;156;-10.874;118.243876;244.7968;161.34344;3064;469.52;1092.5550356;37434;89;334;18325.3;0;0;0;8;0;0;26;12;0;0;11.9960856546;16.0144847573;-0.3789759963;0.3774372221;3.745730691;10.1846866699;117.30456;75;3.3332348914;-1.680995762;-0.0488486717;-0.8547521763;1.906236139;95.0891837236;85.9625698053;111.372168478;101.429019888;110.496431986;3967.71433943;4270.29254521;5071.96131717;5309.831762;5562.82810634;30;8;0.8260869565;26;2;3;0;0;0;0;0;0;0;4.7183065265;0;0;0;0;0;0;0;0;0.6065400247;3.1907288656;1.4836116933;3.22;0.48;55;3;7.2288186905;-10.452
0.86;1.365;16;18.5233579797;0;0;18.5233579797;95.5088846072;0;0;0;0;0;16;0;0;0;0;16;0;0;0;0;2590.948;0;0;0;0;0;0;0;0;0;0;0;0;1074.56;63.8014632481;0;0;0;0;74.7348140488;8.58217356;0;219.695362001;0;2389.348;0;134.716748737;85.3797716624;-32.9684;0;12;0;16;0;0;0;1050;0;0;0;-10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;24;0;0;0;0;0;0;179.783005442;0;0;145.505901566;653.537609545;76.7125949451;0;0;0;70;12;14;3599.58137105;1050.57685775;0;29.1680318796;0;132.40019948;0;219.695362001;170;353.416845919;109.345655675;108.16;0;29.1680318796;0;0;430.466705394;0;0;272.976844623;0;254.517819491;1.42676168586e+53;0;0;0;0;29.3994583851;0;0;24;0;0;39.1992778468;0;43.8382711671;43.8382711671;180;0;70;0;0;0;0;519.666666667;0;0;0;0;70;61.6745015344;448.925730527;179.783005442;0;0;0;0;63.8014632481;288.294098233;0;61.6745015344;12;0;0;0;0;103.602458065;0;607.662;0;0;0;0;0;0;103.602458065;0;135;380;-25.7516;663.14490256;590.3264;390.8466;11690;1074.56;2589.42117528;357210;217;798;111421.7;0;0;0;16;0;0;66;28;0;0;11.9960530541;16.039879058;-0.3789759963;0.3855230036;3.7455949216;10.1950374143;284.9374;179;7.4346251445;-3.8164075585;-0.0591351331;-1.8345634619;4.1429536548;223.436125397;204.580054584;264.613098317;246.924171963;269.304454939;9754.14174699;10511.5216165;12499.0564225;13174.143874;13877.0108846;70;24;0.8545454545;40;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.2016179614;11.6725772732;5.1459158437;5.86;0.4871794872;135;3;8.4838157773;-23.66
0.86;1.366;32;40.6194792734;0;0;40.6194792734;191.017769214;0;0;0;0;0;32;0;0;0;0;32;0;0;0;0;5586.452;0;0;0;0;0;0;0;0;0;0;0;0;2284.64;148.870080912;0;0;0;0;174.381232781;12.4679914884;0;459.816833581;0;5142.932;0;289.625521151;184.284420468;-69.1268;0;28;0;32;0;0;0;2266;0;0;0;-20.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;56;0;0;0;0;0;0;385.249297376;0;0;312.278957547;1427.66031687;153.42518989;0;0;0;150;28;30;8464.7617667;2266.24441572;0;63.710638689;0;295.867372838;0;459.816833581;367.6;772.281255898;237.252291889;236.068153988;68.5987362319;63.710638689;0;0;952.06426134;0;0;570.865293929;0;559.630530156;2.33982218542e+139;0;0;0;0;0;0;0;56;0;0;78.3985556936;0;95.3942121302;95.3942121302;388;0;150;0;0;0;0;1103.66666667;0;0;0;0;150;133.981072487;963.299025112;385.249297376;0;0;0;0;148.870080912;606.814125506;0;133.981072487;28;0;0;0;0;224.097093717;0;1322.71;0;0;0;0;0;0;224.097093717;0;295;828;-55.5068;3081.00484624;1281.3856;849.85292;35172;2284.64;5583.15345464;2450266;473;1726;533774.5;0;0;0;32;0;0;146;60;0;0;11.9960398361;16.0946452776;-0.3789759963;0.458602035;3.7455938566;10.195520889;620.20308;387;15.6374056508;-8.0872311515;-0.0797080559;-3.7941860331;8.6163886864;480.130008744;441.815024141;571.094957996;537.914476113;586.920500845;21326.5585848;22993.4053121;27352.2573103;28901.0205205;30502.2081976;150;56;0.8655462185;54;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.14;0.4905660377;295;3;9.5961897561;-50.076
0.81;1.346;64;84.8117218608;0;0;84.8117218608;382.035538429;0;0;0;0;0;64;0;0;0;0;64;0;0;0;0;11577.46;0;0;0;0;0;0;0;0;0;0;0;0;4704.8;319.00731624;0;0;0;0;373.674070244;18.9071240543;0;940.059776741;0;10650.1;0;599.443065979;382.093718079;-141.4436;0;60;0;64;0;0;0;4698;0;0;0;-41.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;120;0;0;0;0;0;0;796.181881243;0;0;645.82506951;2975.90573153;306.850379781;0;0;0;310;60;62;18879.9273884;4697.57953167;0;132.795852308;0;622.801719553;0;940.059776741;762.8;1610.01007585;493.070632294;491.887150474;146.997291926;132.795852308;0;0;1721.86682158;0;0;1440.03474419;0;1169.85595149;10690818633.5;0;0;0;0;0;0;0;120;0;0;156.797111387;0;198.506094056;198.506094056;804;0;310;0;0;0;0;2271.66666667;0;0;0;0;310;278.594214391;1992.04561428;796.181881243;0;0;0;0;319.00731624;1243.85418005;0;278.594214391;60;0;0;0;0;465.086365021;0;2752.806;0;0;0;0;0;0;465.086365021;0;615;1724;-115.0172;13228.9562958;2663.504;1767.86556;94190;4704.8;11570.6180134;14281626;985;3582;2323120.1;0;0;0;64;0;0;306;124;0;0;11.9960338308;16.2210428801;-0.3789759963;0.7903484418;3.7455938483;10.1965732816;1290.73444;803;32.0429666633;-16.6288783375;-0.1208539016;-7.7134311754;17.5632587495;993.517775437;916.284963254;1184.05867735;1119.89508441;1222.15259266;44471.3829851;47957.1605467;57058.6379477;60354.7357733;63752.5322304;310;120;0.8704453441;68;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.7;0.4925373134;615;3;10.6492561775;-102.908
0.791;1.337;128;173.196207036;0;0;173.196207036;764.071076858;0;0;0;0;0;128;0;0;0;0;128;0;0;0;0;23559.476;0;0;0;0;0;0;0;0;0;0;0;0;9545.12;659.281786897;0;0;0;0;772.259745171;29.8083894607;0;1839.26733432;61.2783287381;21664.436;0;1219.07815564;777.712313302;-286.0772;0;124;0;128;0;0;0;9562;0;0;0;-82.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;248;0;0;0;0;0;0;1618.04704898;0;0;1312.91729344;6072.39656084;613.700759561;0;0;0;630;124;126;41000.5806541;9560.24976357;0;270.966279546;0;1276.67041298;0;1900.54566306;1553.2;3285.46771577;1004.70948934;1003.52631377;156.797111387;270.966279546;0;0;1466.02543492;0;0;4973.82015185;0;2390.30679415;10690818633.5;0;0;0;0;0;0;0;248;0;0;460.5915147;0;404.729857909;404.729857909;1636;0;630;0;0;0;0;4607.66666667;0;0;0;0;630;567.820498199;4049.53879263;1618.04704898;0;0;0;0;659.281786897;2517.93428915;0;567.820498199;124;0;0;0;0;947.064907628;0;5612.998;0;0;0;0;0;0;947.064907628;0;1255;3516;-234.038;54773.785444;5427.7408;3603.89084;235928;9545.12;23545.5471308;75821978;2009;7294;9680371.3;0;0;0;128;0;0;626;252;0;0;11.996030963;16.5519925987;-0.3789759963;1.5914912641;3.7455938482;10.2112956163;2631.79716;1635;64.8540886883;-33.7121727096;-0.2031455929;-15.5519214601;35.4569988759;2020.29330882;1865.22484148;2409.98611607;2283.85630101;2492.61677628;90761.0316033;97884.6707768;116471.398804;123262.165518;130253.178866;630;248;0.8727634195;82;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.82;0.4938271605;1255;2;11.6750749204;-1.4615
0.8;1.337;256;349.965177385;0;0;349.965177385;1528.14215372;0;0;0;0;0;256;0;0;0;0;256;0;0;0;0;47523.508;0;0;0;0;0;0;0;0;0;0;0;0;19225.76;1339.83072821;0;0;0;0;1569.43109503;48.5902753774;0;3515.12579201;306.39164369;43693.108;0;2458.34833495;1568.94950375;-575.3444;0;252;0;256;0;0;0;19290;0;0;0;-166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;256;504;0;0;0;0;0;0;3261.77738445;0;0;2647.10174129;12265.3782195;1227.40151912;0;0;0;1270;252;254;87328.2861829;19285.5902274;0;547.307134021;0;2584.40779985;0;3821.5174357;3134;6636.3829956;2027.9882155;2026.80518802;0;547.307134021;0;0;0;0;0;12995.7336288;0;4831.20847947;10690818633.5;0;0;0;0;0;0;68.5987362319;504;0;0;1175.9783354;0;817.177385614;817.177385614;3300;0;1270;0;0;0;0;9279.66666667;0;0;0;0;1270;1146.27306582;8164.52514931;3261.77738445;0;0;0;0;1339.83072821;5066.09450734;0;1146.27306582;252;0;0;0;0;1911.02199284;0;11333.382;0;0;0;0;0;0;1911.02199284;0;2535;106.5;-2.01215;16.080215665;203.5223;115.423755;2855;227.505;771.52383672;16550.5;65;230;9167.155;0;0;0;0.5;0;0;20.5;2;0;0;11.9951383917;16.0318540538;-0.3785244217;0.307082987;4.3680745222;10.1943682391;84.0779185;54;2.108430755;-1.0994913007;-0.1002809788;-0.0079793383;-0.0036985668;65.0991494029;62.4007067907;79.1833194576;85.6509817528;82.6419677881;2746.2225593;3144.45176588;3868.1281774;4088.70182289;4085.00713964;15;2;0.9403508772;30;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.275;0.4934889227;33;2;6.754640084;-1.4615
0.86;1.364;0;21.7028839681;0;0;21.7028839681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3604.18;4;0;0;0;0;0;0;0;0;0;0;0;1942.08;319.443327413;0;0;0;163.769770555;0;14.5405838219;0;306.39164369;0;3293.716;0;184.049144841;115.275391551;-65.5292;0;60;0;0;0;0;0;1466;0;0;0;-4.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;319.443327413;1097.59236491;0;0;0;0;122;60;2;4476.53046323;1410.94321444;0;34.8661898536;0;329.679158047;0;306.39164369;239.12;617.195120031;106.623356266;128.23440651;0;34.8661898536;0;0;0;10.2358306341;0;780.964890586;0;163.769770555;2.43439097405e+85;0;0;0;0;0;0;0;120;0;0;0;0;56.0280653881;56.0280653881;244;0;122;0;0;0;0;690;0;0;0;0;122;79.5198599448;222.521717801;0;0;0;10.2358306341;21.7031655884;297.740161824;306.39164369;0;79.5198599448;32;0;0;0;0;138.195280353;0;858.914;394.67340223;0;0;0;0;0;138.195280353;0;183;552;-29.622;877.462884;883.5744;536.412244;11996;1942.08;3602.29557752;523138;357;1142;244310.22;0;0;0;0;0;0;122;0;0;0;11.9960506534;16.0578708275;-0.4205553548;0.2631530661;4.0854088136;11.3563867493;374.987756;243;8.8420808401;-4.7553926932;-1.0502849585;5.3052563445;-8.0440724905;312.786920812;283.974907948;410.657700683;440.624095172;456.981748484;15410.5505452;17387.8409916;23386.3977829;25614.1953378;28227.2503698;122;120;1;30;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.2201467506;0.3333333333;1.46;0.4827586207;183;3;8.9248125036;-55.2
0.947;1.359;0;44.8814826721;0;0;44.8814826721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7384.532;4;0;0;0;0;0;0;0;0;0;0;0;4006.72;659.717798069;0;0;0;350.935222617;0;22.8823170502;0;490.226629905;142.982767056;6751.508;0;377.186229831;235.843934046;-135.366;0;124;0;0;0;0;0;3002;0;0;0;-10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;248;0;0;0;0;0;0;0;0;0;659.717798069;2241.86020309;0;0;0;0;250;124;2;10094.7601315;2887.67794497;0;72.1755006257;0;669.953628703;0;633.20939696;490;1247.47975287;216.592288734;259.41727779;0;72.1755006257;0;0;10.2358306341;0;0;1598.41497549;0;350.935222617;8.67071332937e+197;0;0;0;0;0;0;0;248;0;0;0;0;115.682815948;115.682815948;500;0;250;0;0;0;0;1418;0;0;0;0;250;162.735691482;431.95392279;0;0;0;10.2358306341;21.7031655884;638.014632481;633.20939696;0;162.735691482;64;0;0;0;0;282.699201458;0;1756.226;815.525830084;0;0;0;0;0;282.699201458;0;375;1128;-59.6124;3553.63823376;1806.0864;1096.794004;30350;4006.72;7380.670862;2845698;741;2358;1020631.5;0;0;0;0;0;0;250;0;0;0;11.9960392779;16.1348333571;-0.4206263935;0.4583700446;4.0854299828;11.4553258595;767.053996;499;18.2833353413;-10.0971476821;-1.7631379538;11.5352430841;-18.3358197462;641.391678368;582.500081932;852.123786519;914.973906926;947.396452728;32021.7059314;36255.350609;49121.3015841;53938.37741;59748.601876;250;248;1;36;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.2865661287;0.3333333333;1.46;0.4857142857;375;3;9.9628960053;-115.52
0.786;1.3374;0;91.2386800801;0;0;91.2386800801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14945.236;4;0;0;0;0;0;0;0;0;0;0;0;8136;1340.26673938;0;0;0;725.266126743;0;37.0993731791;0;980.453259809;306.39164369;13667.092;0;763.460399811;476.981019035;-275.0396;0;252;0;0;0;0;0;6074;0;0;0;-20.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;504;0;0;0;0;0;0;0;0;0;1340.26673938;4530.39587944;0;0;0;0;506;252;2;22085.0452317;5841.14740604;0;146.79412217;0;1350.50257002;0;1286.8449035;991.76;2508.04901856;436.578448043;521.858023205;0;146.79412217;0;0;0;0;0;3243.55097594;0;725.266126743;10690818633.5;0;0;0;0;0;0;0;504;0;0;0;0;234.992317067;234.992317067;1012;0;506;0;0;0;0;2874;0;0;0;0;506;329.167354557;850.818332769;0;0;0;10.2358306341;21.7031655884;1318.56357379;1286.8449035;0;329.167354557;128;0;0;0;0;571.70704367;0;3550.85;1657.23068579;0;0;0;0;0;571.70704367;0;759;2280;-119.5932;14302.5334862;3651.1104;2217.557524;73280;8136;14937.421431;14467330;1509;4790;4170714.06;0;0;0;0;0;0;506;0;0;0;11.996033695;16.3198655185;-0.4206703109;0.9316277179;4.0854021927;11.5331717773;1551.186476;1011;37.1658443436;-20.7806576601;-3.1888439443;23.9952165633;-38.9193142707;1298.60119348;1179.5504299;1735.05595819;1863.67353043;1928.22586121;65246.2497846;73993.6054805;100597.826555;110597.100856;122809.288305;506;504;1;42;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3333333333;1.46;0.487804878;759;3;10.9815672819;-236.16
